Date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0
2020-02-20,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,200,61.538109218582385,0.036383584038034655,0.000807370011926288,0.03557621402610837,10.070000839233401,10.110000228881836,10.14999961853027,0.7912836546564221,0.37499999999999617
2020-02-21,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,61.53810921858238,0.03502379993964233,-0.00044193126917282943,0.03546573120881516,10.100000381469727,10.100000381469727,10.100000381469727,2.198461351866998e-15,1.0
2020-02-24,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,61.53810921858238,0.03355931040455218,-0.0015251366434103908,0.03508444704796257,10.100000381469727,10.100000381469727,10.100000381469727,2.198461351866998e-15,1.0
2020-02-25,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,61.53810921858239,0.032029476034843185,-0.0024439768104955115,0.034473452845338697,10.100000381469727,10.100000381469727,10.100000381469727,2.198461351866998e-15,1.0
2020-02-26,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,61.53810921858238,0.03046587957954472,-0.0032060586126351834,0.0336719381921799,10.100000381469727,10.100000381469727,10.100000381469727,2.198461351866998e-15,1.0
2020-02-27,10.100000381469727,10.100000381469727,9.970000267028809,10.020000457763672,71100,61.538109218582385,0.028893650110811464,-0.003822630465094755,0.03271628057590622,10.100000381469727,10.100000381469727,10.100000381469727,2.198461351866998e-15,1.0
2020-02-28,10.038000106811523,10.038000106811523,10.038000106811523,10.038000106811523,600,43.87074922774154,0.02238668317413328,-0.008263677921418352,0.030650361095551634,10.038000106811525,10.087600326538086,10.137200546264646,0.9833898671832597,-1.5668400695036625e-14
2020-03-02,10.038000106811523,10.038000106811523,10.038000106811523,10.038000106811523,0,43.870749227741534,0.017033513258795097,-0.010893478269405232,0.02792699152820033,10.014452656876443,10.075200271606445,10.135947886336446,1.2058840140616958,0.1938137821520994
2020-03-03,10.038000106811523,10.038000106811523,10.038000106811523,10.038000106811523,0,43.87074922774154,0.012645320154085482,-0.01222533709929188,0.02487065725337736,10.002052601944804,10.062800216674805,10.123547831404807,1.2073699849339758,0.29587585476805683
2020-03-04,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,100,60.37208095867469,0.01480672474619027,-0.008051146005749674,0.022857870751939943,9.998849916938202,10.06480007171631,10.130750226494417,1.3105109750453594,0.8426799005477162
2020-03-05,10.09000015258789,10.109999656677246,10.050000190734863,10.109999656677246,1400,55.491925326829865,0.014735993262835478,-0.006497501991283572,0.02123349525411905,10.00074998163549,10.062800025939941,10.124850070244392,1.2332560349902233,0.719178946226784
2020-03-06,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0,55.49192532682986,0.014512645311343775,-0.0053766799542202225,0.019889325265563997,10.01389222821302,10.073200035095216,10.13250784197741,1.1775365658493009,0.6416349581602779
2020-03-09,10.008999824523926,10.0600004196167,9.984999656677246,10.0,1300,40.22044045417572,0.007710706696823166,-0.009742894854992665,0.017453601551815832,9.991974790494007,10.067399978637695,10.142825166781384,1.4984045196125164,0.11286040147149183
2020-03-10,9.970000267028809,9.970000267028809,9.920000076293945,9.960000038146973,55000,35.197876037897316,-0.0008173946013076971,-0.014616796922498823,0.013799402321191126,9.944956069281945,10.053800010681153,10.16264395208036,2.1652298888693244,0.11504635639299861
2020-03-11,9.9399995803833,9.979999542236328,9.9399995803833,9.970000267028809,534500,31.897995041390782,-0.009882857577531823,-0.01894580791897836,0.009062950341446538,9.89709421067839,10.019799995422364,10.142505780166339,2.449266149025607,0.17483026490736972
2020-03-12,9.84000015258789,9.899999618530273,9.84000015258789,9.899999618530273,510200,23.86615181116274,-0.02484996545907947,-0.027130332640420807,0.0022803671813413366,9.805554305240173,9.969799995422363,10.134045685604553,3.294864295323946,0.10486073427408733
2020-03-13,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,0,23.866151811162744,-0.03629314154338026,-0.030858806979777276,-0.005434334563602983,9.78233514945361,9.919799995422363,10.057264841391115,2.7715245475148227,0.20974454497038705
2020-03-16,9.649999618530273,9.699999809265137,9.649999618530273,9.699999809265137,32600,15.349451425390605,-0.06000173359643668,-0.043653919226266956,-0.016347814370169723,9.624071154601637,9.847999954223633,10.07192875384563,4.547701069514264,0.05789443781328084
2020-03-17,9.5600004196167,9.65999984741211,9.5600004196167,9.65999984741211,1700,12.985603129276422,-0.08507248416562163,-0.054979735836361524,-0.030092748329260108,9.487260228324809,9.76599998474121,10.044739741157612,5.708371018880107,0.1304804743806012
2020-03-18,9.4399995803833,9.529999732971191,9.4399995803833,9.5,9200,10.63404570653795,-0.11331803963114417,-0.06658023304150726,-0.04673780658963692,9.352158981535124,9.66599998474121,9.979840987947297,6.493709987616739,0.1399444271953453
2020-03-19,9.465999603271484,9.779999732971191,9.399999618530273,9.399999618530273,2000,14.257027313530118,-0.1320822987582826,-0.06827559373491653,-0.06380670502336606,9.301553150585978,9.59119987487793,9.880846599169882,6.039843357880988,0.28387417998166553
2020-03-20,9.465999603271484,9.465999603271484,9.465999603271484,9.465999603271484,0,14.257027313530116,-0.14527842999739882,-0.0651773799792262,-0.08010105001817262,9.359767000216728,9.516399765014649,9.67303252981257,3.291849200655771,0.3391136049721533
2020-03-23,9.399999618530273,9.90999984741211,9.399999618530273,9.90999984741211,207200,12.736845963882304,-0.15922664066270187,-0.06330047251562339,-0.09592616814707848,9.361072268120479,9.466399765014648,9.571727261908817,2.2252915471292996,0.1847919658097836
2020-03-24,9.569999694824219,9.770000457763672,9.538999557495117,9.604999542236328,782100,32.6554478746178,-0.1547789176828651,-0.047082199628629307,-0.10769671805423581,9.355903512332661,9.468399620056152,9.580895727779643,2.3762433407478776,0.951571511335282
2020-03-25,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,0,32.6554478746178,-0.14953037212677778,-0.033466923258033576,-0.1160634488687442,9.361869722383894,9.494399642944336,9.626929563504778,2.7917493584532296,0.785218807798971
2020-03-26,9.760000228881836,9.770000457763672,9.699999809265137,9.75,683400,48.03145511514313,-0.12855747620072577,-0.009995221865585255,-0.11856225433514052,9.309224260722306,9.553199768066406,9.797175275410506,5.1077233443738885,0.9238139784330093
2020-03-27,9.760000228881836,9.789999961853027,9.699999809265137,9.789999961853027,165500,48.031455115143125,-0.11066067766948073,0.006321261332527833,-0.11698193900200857,9.340293656953648,9.611999893188477,9.883706129423306,5.653479801375636,0.7723535862560144
2020-03-30,9.899999618530273,9.899999618530273,9.730999946594238,9.789999961853027,16000,56.51571767415396,-0.08420983659561543,0.02621768192511452,-0.11042751852072995,9.458575231637289,9.711999893188477,9.965424554739664,5.218794570393843,0.8709183711464162
2020-03-31,10.0,10.0,9.979999542236328,9.979999542236328,700,61.36735356753639,-0.05454934849633375,0.04470253601951696,-0.09925188451585071,9.50668565447077,9.797999954223632,10.089314253976495,5.946403370358976,0.8467046518961395
2020-04-01,9.96500015258789,10.109999656677246,9.869999885559082,10.109999656677246,11800,58.890773737414584,-0.03348143996713482,0.05261635563897271,-0.08609779560610753,9.675446276887914,9.877000045776366,10.078553814664819,4.081275042104333,0.7183042949204959
2020-04-02,9.90999984741211,9.989999771118164,9.899999618530273,9.989999771118164,1200,55.12586879589302,-0.02098117768657559,0.05209329433562555,-0.07307447202220115,9.742853803315256,9.906999969482422,10.071146135649588,3.3137411259271787,0.5091378251461328
2020-04-03,9.84000015258789,9.930000305175781,9.781000137329102,9.930000305175781,6800,50.68468038387897,-0.016532444402182378,0.045233622096015016,-0.061766066498197394,9.812437721963642,9.922999954223632,10.033562186483623,2.228403361282511,0.1246466811534478
2020-04-06,9.829999923706055,9.90999984741211,9.8100004196167,9.90999984741211,3200,50.06414149891356,-0.013656304738006497,0.03848780940815272,-0.052144114146159215,9.775074639673559,9.909000015258789,10.042925390844019,2.703105770087791,0.2050592869069156
2020-04-07,9.800000190734863,9.819999694824219,9.79800033569336,9.819999694824219,12200,48.159275769691064,-0.0136404326485291,0.030802945198104094,-0.04444337784663319,9.748933446677048,9.869000053405761,9.989066660134474,2.433207135048673,0.21266006198209192
2020-04-08,9.850000381469727,9.9399995803833,9.8100004196167,9.930000305175781,103900,51.47331164098579,-0.009483931520959388,0.027967557060539043,-0.03745148858149843,9.773778403918524,9.84600009918213,9.918221794445735,1.467026092547063,0.5276944640595639
2020-04-09,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,51.473311640985784,-0.006119334551828004,0.025065723223736344,-0.031185057775564348,9.796905582279244,9.834000205993652,9.87109482970806,0.7544157603698125,0.7156670411224584
2020-04-13,9.850000381469727,10.0,9.829999923706055,10.0,1500,51.473311640985784,-0.003413518299067775,0.02221723158119726,-0.025630749880265036,9.796808219659036,9.83600025177002,9.875192283881004,0.7969099452581117,0.6786093874905597
2020-04-14,9.859999656677246,10.0,9.859999656677246,10.0,12900,52.23598379898557,-0.00045701331754166574,0.020138989250178697,-0.020596002567720362,9.799291979674242,9.842000198364257,9.884708417054272,0.8678768101856563,0.7107259312737079
2020-04-15,9.869999885559082,10.0,9.869999885559082,9.90999984741211,13700,53.03103361772602,0.0026622839242840257,0.01860662919360351,-0.015944345269319486,9.840000629420798,9.8560001373291,9.871999645237404,0.3246653345246137,0.937505587991119
2020-04-16,9.9399995803833,10.0,9.9399995803833,10.0,1200,58.26750512247729,0.010659859596316323,0.02128336389250865,-0.010623504296192325,9.806354320821638,9.873999977111817,9.941645633401995,1.3701773637225612,0.987833268912099
2020-04-17,9.850000381469727,10.0,9.8100004196167,10.0,636900,50.47571258139002,0.009624863305273124,0.01619869408117236,-0.006573830775899236,9.806354320821638,9.873999977111817,9.941645633401995,1.3701773637225612,0.32260800649830784
2020-04-20,9.850000381469727,10.0,9.850000381469727,10.0,6300,50.475712581390034,0.008704283723341533,0.012222491599392614,-0.003518207876051082,9.806354320821638,9.873999977111817,9.941645633401995,1.3701773637225612,0.32260800649830784
2020-04-21,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,50.47571258139002,0.007883837797630022,0.009121636538944884,-0.0012377987413148613,9.802258352454455,9.872000122070313,9.94174189168617,1.412920760807931,0.3422771552703483
2020-04-22,9.89900016784668,10.0,9.89900016784668,10.0,500,54.603723029331384,0.011060008845475977,0.00983824606943267,0.0012217627760433064,9.804934871075176,9.877800178527831,9.950665485980487,1.475334712905993,0.6454738205326535
2020-04-23,9.880000114440918,10.0,9.880000114440918,10.0,400,52.767054751656225,0.0119067481828381,0.008547988325435836,0.0033587598574022653,9.825275939749263,9.865800285339356,9.906324630929449,0.821511573679685,0.6752012141688187
2020-04-24,9.970000267028809,10.0,9.899999618530273,10.0,4200,59.68460736827526,0.01961395786233666,0.013004158403947516,0.006609799458389145,9.801343344364065,9.889800262451171,9.978257180538277,1.7888514578591088,0.9533280511687197
2020-04-27,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,1600,54.87616621426477,0.02144022991315353,0.011864344363811508,0.009575885549342023,9.823158823839783,9.903800201416015,9.984441578992246,1.6284936274199437,0.6004439368772966
2020-04-28,9.970000267028809,10.0,9.920999526977539,10.0,1500,58.4786200665958,0.026615355938504948,0.01363157631133034,0.012983779627174608,9.854387246284055,9.927800178527832,10.001213110771609,1.4789365402933194,0.7874159035144247
2020-04-29,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,58.47862006659581,0.030366632956217998,0.013906282663234713,0.016460350292983286,9.868897381382869,9.942000198364259,10.015103015345648,1.4705857075604816,0.691511557425197
2020-04-30,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,58.47862006659581,0.032959609161478554,0.013199407094796212,0.01976020206668234,9.920000076293949,9.960000228881835,10.000000381469722,0.8032158969614221,0.6250000000000232
2020-05-01,9.979999542236328,10.100000381469727,9.979999542236328,10.100000381469727,400,59.290403426023666,0.03541319812333299,0.012522396845320517,0.022890801278012473,9.919291865233323,9.96200008392334,10.004708302613356,0.8574225723795983,0.7107259312736991
2020-05-04,9.979999542236328,10.100000381469727,9.979999542236328,10.0,1600,59.29040342602366,0.036931956448167824,0.01123292413612428,0.025699032312043544,9.9642027282894,9.973999977111816,9.983797225934232,0.19645576187885558,0.8061862178484699
2020-05-05,10.0,10.100000381469727,9.979999542236328,10.100000381469727,300,61.05661546213679,0.03929646793226915,0.010877948496180484,0.02841851943608867,9.95809121640727,9.979999923706055,10.00190863100484,0.439052253833065,0.9564412683320298
2020-05-06,9.989999771118164,10.029999732971191,9.989999771118164,10.029999732971191,600,59.662802878257835,0.03990344336733287,0.009187939144995359,0.03071550422233751,9.963603803319417,9.983999824523925,10.004395845728434,0.40857414989950486,0.6470862021096673
2020-05-07,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0,59.662802878257835,0.03992425382651632,0.007366999683343048,0.03255725414317327,9.97303275323575,9.987999725341798,10.002966697447846,0.2996990892595622,0.5668153104781403
2020-05-08,9.989999771118164,9.989999771118164,9.949999809265137,9.949999809265137,600,59.662802878257835,0.039485581065745734,0.0055426615380579705,0.033942919527687763,9.97735037096234,9.989999771118164,10.002649171273989,0.2532412501628895,0.5000000000000044
2020-05-11,9.899999618530273,9.90999984741211,9.899999618530273,9.90999984741211,10600,47.47949762631303,0.03151241409726602,-0.0019444043443373957,0.03345681844160341,9.89959530003406,9.973999786376954,10.048404272719848,1.4919688778120936,0.0027170303572208727
2020-05-12,9.970000267028809,9.989999771118164,9.899999618530273,9.920000076293945,14400,55.15065781969149,0.030490612345808188,-0.0023729648766361786,0.032863577222444366,9.898257326287196,9.967999839782715,10.037742353278235,1.3993281423856845,0.5143415195827579
2020-05-13,10.0,10.0,10.0,10.0,100,57.983070325553086,0.03173572514398337,-0.000902281662768796,0.03263800680675217,9.897336083866792,9.969999885559082,10.042663687251371,1.4576489975198268,0.7064309445847617
2020-05-14,10.020000457763672,10.020000457763672,9.90999984741211,9.90999984741211,1700,59.80559437057793,0.033945058295847375,0.0010456411912761615,0.03289941710457121,9.89344052359687,9.976000022888183,10.058559522179495,1.6551623717300308,0.7664771180372171
2020-05-15,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,400,49.4178591008258,0.02810967969504574,-0.0038317899276203785,0.03194146962266612,9.87581812450371,9.964000129699707,10.052182134895705,1.7700121246115594,0.3072178986610922
2020-05-18,9.975000381469727,10.029999732971191,9.975000381469727,10.029999732971191,1300,53.74401060588691,0.026807213319631984,-0.00410740504242731,0.030914618362059294,9.918205547178452,9.979000282287597,10.039795017396742,1.2184534199694028,0.4671032301506927
2020-05-19,9.949999809265137,9.979999542236328,9.949999809265137,9.979999542236328,2500,51.12774095199383,0.02348691950696491,-0.005942159084075509,0.02942907859104042,9.90988476540442,9.975000190734864,10.040115616065307,1.3055724127388986,0.30803026822863494
2020-05-20,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,200,50.077616534958594,0.019820153452256406,-0.00768714011102721,0.027507293563283616,9.898625792301413,9.963000106811524,10.027374421321635,1.2922676667663542,0.32135323223822027
2020-05-21,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,100,50.07761653495858,0.016721460350108686,-0.008628666570539945,0.02535012692064863,9.916275067244099,9.94699993133545,9.9777247954268,0.6177714748858104,0.3860800338882651
2020-05-22,9.989999771118164,9.989999771118164,9.899999618530273,9.899999618530273,1400,55.39063452072959,0.018091770595365375,-0.005806685060226607,0.023898455655591982,9.918799990286592,9.958999824523925,9.999199658761258,0.8073066562033937,0.8855730649437594
2020-05-26,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,400,59.137305642831365,0.02215008161231502,-0.001398699234621572,0.023548780846936592,9.899572332046876,9.969999694824219,10.040427057601562,1.4127856556285414,0.9259710699140001
2020-05-27,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,100,45.70257322205111,0.014706867933870882,-0.00707353033045257,0.02178039826432345,9.869666813353053,9.959999656677246,10.050332500001439,1.8139125790759076,0.16789466633060685
2020-05-28,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,200,45.70257322205111,0.00870769063100063,-0.010458166106658257,0.019165856737658887,9.849705850749741,9.95199966430664,10.05429347786354,2.05574391092037,0.2458299579991576
2020-05-29,9.932999610900879,9.932999610900879,9.899999618530273,9.899999618530273,1400,49.106419691388766,0.006540725575625572,-0.010100104929626652,0.016640830505252224,9.847498824765822,9.950599670410156,10.05370051605449,2.072253915528789,0.4146463862673257
2020-06-01,9.949999809265137,10.010000228881836,9.949999809265137,10.010000228881836,1200,50.816950878952355,0.006124563927958349,-0.008413013261835101,0.01453757718979345,9.847037246200824,9.942599678039551,10.038162109878279,1.9222826007930027,0.5387188306283072
2020-06-02,9.979999542236328,9.979999542236328,9.930000305175781,9.930000305175781,400,53.76980378254276,0.008121856846399211,-0.005132576274715391,0.013254433121114602,9.871442796292905,9.932599639892578,9.99375648349225,1.2314368003729153,0.8875273767726327
2020-06-03,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,400,54.74517181692588,0.010391869763427763,-0.0022900506861494724,0.012681920449577236,9.885563018727792,9.950599670410156,10.01563632209252,1.3071905982864953,0.80290689702505
2020-06-04,10.020000457763672,10.022000312805176,9.989999771118164,9.989999771118164,15200,57.63303163670815,0.014445161214149849,0.0014105926116580892,0.01303456860249176,9.913521060736237,9.974599838256836,10.035678615777435,1.2246862733547705,0.8716562556570842
2020-06-05,10.020000457763672,10.029999732971191,9.946999549865723,10.020000457763672,1200,57.63303163670815,0.017456199687346796,0.0035373048678840283,0.013918894819462768,9.939235783432826,9.992000007629395,10.044764231825964,1.0561293866349208,0.7653355617431588
2020-06-08,10.020000457763672,10.020000457763672,9.96399974822998,10.0,500,57.633031636708154,0.019616344363640792,0.004557959635342418,0.015058384728298374,9.971128147642544,10.006000137329101,10.040872127015659,0.6970215712162873,0.7007387671367603
2020-06-09,10.010000228881836,10.020000457763672,10.0,10.0,2900,56.14151496865286,0.020287478266304504,0.004183274830404902,0.016104203435899602,9.988675933239236,10.012000274658202,10.035324616077169,0.4659277023394395,0.4571253537143821
2020-06-10,10.050000190734863,10.050000190734863,10.0,10.0,24600,60.540409417539074,0.023772979240813896,0.006135020643931434,0.017637958596882462,9.996871148887669,10.024000358581542,10.051129568275416,0.5412850902513814,0.9791852111930972
2020-06-11,10.020000457763672,10.020000457763672,10.010000228881836,10.012999534606934,800,56.00362106977005,0.023839726613557488,0.004961414413340019,0.01887831220021747,9.996871148887669,10.024000358581542,10.051129568275416,0.5412850902513814,0.4262805503181767
2020-06-12,10.005999565124512,10.029999732971191,10.005999565124512,10.029999732971191,400,53.97086366035567,0.022503463443054983,0.002900120994270009,0.019603342448784974,9.990361024645575,10.021200180053711,10.052039335461847,0.6154782831206,0.25355007736060414
2020-06-15,10.050000190734863,10.050000190734863,9.961000442504883,10.020000457763672,168100,59.006684789641675,0.0247101052989791,0.004085410280155299,0.020624695018823802,9.988866628306665,10.02720012664795,10.065533624989234,0.7645902716035498,0.7973908601287055
2020-06-16,10.045000076293945,10.100000381469727,10.0,10.010000228881836,317300,58.227091055581965,0.025758489586266364,0.004107035653954049,0.021651453932312315,9.998279904267713,10.034200096130371,10.07012028799303,0.7159552633699356,0.6503329966174451
2020-06-17,10.050000190734863,10.079000473022461,10.010000228881836,10.010000228881836,31200,58.81310887201878,0.026685198774314856,0.0040269958736020295,0.022658202900712826,9.998279904267713,10.034200096130371,10.07012028799303,0.7159552633699356,0.7199333269836641
2020-06-18,10.09000015258789,10.09000015258789,9.989999771118164,9.989999771118164,124100,63.25418575752172,0.030298028299956314,0.006111860319394789,0.024186167980561526,9.994947051365601,10.048200035095215,10.101453018824829,1.0599507084575936,0.8924673752076592
2020-06-19,10.104999542236328,10.119999885559082,10.050000190734863,10.050000190734863,35900,64.78747856329827,0.033979848574908544,0.007834944475477612,0.026144904099430932,10.018766256766378,10.068000030517577,10.117233804268777,0.9780249027009247,0.8757533589211159
2020-06-22,10.140000343322754,10.180000305175781,10.119999885559082,10.140000343322754,10700,68.12940213715405,0.03926931755420249,0.010499530763817242,0.028769786790385245,10.015176331023802,10.086000061035156,10.15682379104651,1.4043967793528787,0.8812301489835503
2020-06-23,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,1500,68.12940213715403,0.042965974816564056,0.011356950420943049,0.03160902439562101,10.037472209055643,10.105000114440918,10.172528019826192,1.33652458427529,0.7591538170934348
2020-06-24,10.15999984741211,10.180000305175781,10.149999618530273,10.149999618530273,203000,70.01526543052087,0.04696797755840265,0.012287162530225312,0.03468081502817734,10.075774921998585,10.127000045776366,10.178225169554148,1.0116544592916406,0.8221056310073417
2020-06-25,10.15999984741211,10.164999961853027,10.149999618530273,10.149999618530273,3600,70.01526543052088,0.04956820218453295,0.011909909725084489,0.03765829245944846,10.100800283354216,10.14099998474121,10.181199686128204,0.792815332757741,0.7363184553038279
2020-06-26,10.180000305175781,10.199999809265137,10.170000076293945,10.180000305175781,16700,71.9409412243313,0.05263601352593206,0.011982176853186872,0.040653836672745185,10.126067008730091,10.156000137329102,10.185933265928112,0.5894668805485553,0.9008964142738028
2020-06-29,10.199999809265137,10.227999687194824,10.170000076293945,10.170000076293945,40500,73.75594634279796,0.056035130845824455,0.012305035338463416,0.04373009550736104,10.127208062933605,10.168000030517579,10.208791998101553,0.8023597061672704,0.8922313710620013
2020-06-30,10.170000076293945,10.25,10.170000076293945,10.199999809265137,31300,66.77809625826721,0.0556665388697386,0.00954915468990205,0.04611738417983655,10.144066695585781,10.173999977111816,10.20393325863785,0.5884270020321307,0.4331863963128905
2020-07-01,10.199999809265137,10.260000228881836,10.15999984741211,10.15999984741211,74700,69.84992933630366,0.05713652056287444,0.008815309106430302,0.048321211456444135,10.150000095365302,10.181999969482423,10.213999843599543,0.6285577335107289,0.7812486029919065
2020-07-02,10.369999885559082,10.539999961853027,10.180000305175781,10.180000305175781,89700,80.7258293693188,0.07119834682951698,0.018301708298458272,0.05289663853105871,10.076162364039186,10.223999977111816,10.371837590184446,2.8919720931844686,0.9937847189657292
